st_id,user_id,category_id,settled_at,final_hourly_rate
st_242,user_52,배달,2023-10-24,14293
st_243,user_52,행정,2023-10-16,14638
st_244,user_52,문서작성,2023-10-06,14275
st_245,user_53,편의점,2023-05-01,12406
st_246,user_53,판매,2023-06-12,17936
st_247,user_53,재고관리,2023-07-26,17129
st_248,user_53,행정,2023-07-30,18324
st_249,user_54,재고관리,2023-07-25,22406
st_250,user_55,바리스타,2023-03-25,23796
st_251,user_55,문서작성,2023-06-09,23016
st_252,user_55,재고관리,2023-09-13,16580
st_253,user_55,주방보조,2023-10-09,9948
st_254,user_55,IT,2023-09-27,21450
st_255,user_55,테스트,2023-10-23,16106
st_256,user_55,재고관리,2023-11-04,11602
st_257,user_55,카페,2023-11-04,16443
st_258,user_56,개발보조,2023-07-07,22327
st_259,user_56,테스트,2023-10-07,9218
st_260,user_56,편의점,2023-10-06,11548
st_261,user_56,주방보조,2023-10-19,19339
st_262,user_56,행정,2023-10-17,23128
st_263,user_56,강사보조,2023-10-28,17249
st_264,user_57,물류,2023-08-28,17425
st_265,user_57,IT,2023-10-10,23174
st_266,user_57,테스트,2023-10-01,11504
st_267,user_57,학원,2023-10-21,21576
st_268,user_57,물류,2023-10-17,18608
st_269,user_57,문서작성,2023-10-24,10392
st_270,user_58,학원,2023-03-24,18827
st_271,user_58,사무보조,2023-06-26,14920
st_272,user_58,서빙,2023-09-28,9649
st_273,user_58,베이커리,2023-10-06,20477
st_274,user_59,학원,2023-06-29,10272
st_275,user_59,개발보조,2023-07-11,24070
st_276,user_60,바리스타,2023-10-15,24172
st_277,user_60,식당,2023-10-11,10203
st_278,user_60,행정,2023-10-07,23029
st_279,user_60,편의점,2023-10-02,21684
st_280,user_60,편의점,2023-10-23,14209
st_281,user_60,판매,2023-10-27,22394
st_282,user_60,문서작성,2023-10-31,15791
st_283,user_60,물류,2023-10-31,15337
st_284,user_61,주방보조,2023-08-10,20756
st_285,user_61,식당,2023-08-14,21545
st_286,user_61,사무보조,2023-08-28,17139
st_287,user_61,개발보조,2023-09-09,10902
st_288,user_61,강사보조,2023-09-15,15030
st_289,user_61,편의점,2023-11-08,21087
st_290,user_61,주방보조,2023-11-17,9082
st_291,user_62,테스트,2023-08-22,17901
st_292,user_62,물류,2023-09-04,18851
st_293,user_62,학원,2023-10-22,22284
st_294,user_62,강사보조,2023-09-30,21806
st_295,user_63,행정,2023-06-14,19130
st_296,user_63,사무보조,2023-06-20,20397
st_297,user_63,식당,2023-08-16,24751
st_298,user_63,식당,2023-10-11,19143
st_299,user_64,물류,2023-10-14,12731
st_300,user_64,물류,2023-10-09,14689
st_301,user_64,행정,2023-10-31,23823
st_302,user_64,물류,2023-11-21,19514
st_303,user_64,사무보조,2023-11-18,20215
st_304,user_65,배달,2023-10-17,22997
st_305,user_66,주방보조,2023-07-02,22916
st_306,user_66,테스트,2023-07-29,22968
st_307,user_66,서빙,2023-09-03,18612
st_308,user_66,IT,2023-10-02,16099
st_309,user_66,식당,2023-10-06,18535
st_310,user_66,판매,2023-10-28,19301
st_311,user_66,베이커리,2023-10-29,17895
st_312,user_66,개발보조,2023-11-17,14325
st_313,user_67,IT,2023-10-04,15063
st_314,user_67,편의점,2023-10-25,18693
st_315,user_67,배달,2023-10-09,11792
st_316,user_67,배달,2023-09-30,10877
st_317,user_67,주방보조,2023-10-16,19311
st_318,user_67,물류,2023-10-03,9770
st_319,user_67,카페,2023-11-01,17961
st_320,user_67,재고관리,2023-11-20,17810
st_321,user_68,서빙,2023-04-23,22504
st_322,user_68,개발보조,2023-08-31,19450
st_323,user_68,물류,2023-10-15,13063
st_324,user_68,행정,2023-10-07,18077
st_325,user_68,바리스타,2023-10-15,12729
st_326,user_68,행정,2023-10-20,17732
st_327,user_68,주방보조,2023-11-19,12408
st_328,user_68,바리스타,2023-10-30,16767
st_329,user_69,IT,2023-07-30,11771
st_330,user_69,식당,2023-10-11,20183
st_331,user_70,판매,2023-10-24,22823
st_332,user_70,자료입력,2023-10-22,12641
st_333,user_70,재고관리,2023-10-24,21313
st_334,user_70,식당,2023-10-17,22605
st_335,user_70,카페,2023-10-12,14636
st_336,user_70,문서작성,2023-10-19,15802
st_337,user_71,테스트,2022-11-17,10185
st_338,user_71,행정,2023-01-09,17020
st_339,user_71,사무보조,2023-02-17,21800
st_340,user_71,편의점,2023-04-07,14781
st_341,user_71,식당,2023-06-04,11635
st_342,user_71,카페,2023-07-06,20365
st_343,user_71,자료입력,2023-11-09,20772
st_344,user_72,사무보조,2022-11-09,16966
st_345,user_72,IT,2022-11-13,17787
st_346,user_73,판매,2023-07-13,20379
st_347,user_73,문서작성,2023-08-16,14978
st_348,user_73,카페,2023-09-07,20458
st_349,user_73,행정,2023-10-18,18384
st_350,user_73,강사보조,2023-10-17,21346
st_351,user_73,물류,2023-10-03,23299
st_352,user_73,사무보조,2023-10-30,17342
st_353,user_73,주방보조,2023-11-06,17571
st_354,user_74,편의점,2023-10-25,10856
st_355,user_74,문서작성,2023-09-26,19395
st_356,user_74,사무보조,2023-10-13,9079
st_357,user_74,행정,2023-09-27,13821
st_358,user_75,판매,2023-04-25,19252
st_359,user_75,서빙,2023-07-01,17913
st_360,user_75,강사보조,2023-10-12,15233
st_361,user_75,배달,2023-10-08,8630
st_362,user_76,판매,2023-10-14,17738
st_363,user_76,문서작성,2023-10-15,24545
st_364,user_77,배달,2023-07-04,13544
st_365,user_77,식당,2023-07-22,11482
st_366,user_77,자료입력,2023-07-25,16307
st_367,user_77,행정,2023-08-17,18727
st_368,user_77,행정,2023-08-27,14952
st_369,user_77,베이커리,2023-10-10,11938
st_370,user_77,문서작성,2023-10-18,23415
st_371,user_77,바리스타,2023-10-22,13083
st_372,user_77,배달,2023-10-19,11369
st_373,user_77,물류,2023-11-23,13543
st_374,user_78,카페,2023-03-30,9453
st_375,user_78,판매,2023-04-17,18423
st_376,user_78,재고관리,2023-05-21,20548
st_377,user_78,테스트,2023-06-17,18847
st_378,user_78,자료입력,2023-11-01,9838
st_379,user_78,IT,2023-11-20,15550
st_380,user_79,물류,2023-06-22,10655
st_381,user_79,개발보조,2023-08-10,19235
st_382,user_79,판매,2023-09-19,18282
st_383,user_79,IT,2023-10-09,15032
st_384,user_79,베이커리,2023-11-17,21398
st_385,user_79,주방보조,2023-11-08,9996
st_386,user_79,자료입력,2023-10-29,17349
st_387,user_80,학원,2023-09-26,21819
st_388,user_80,주방보조,2023-10-16,19830
st_389,user_80,개발보조,2023-10-23,20585
st_390,user_81,바리스타,2023-06-14,23895
st_391,user_81,물류,2023-08-17,14330
st_392,user_82,배달,2023-09-11,20716
st_393,user_82,개발보조,2023-10-23,21371
st_394,user_82,서빙,2023-10-15,18670
st_395,user_82,판매,2023-10-11,14247
st_396,user_82,카페,2023-10-12,9478
st_397,user_82,주방보조,2023-10-20,19641
st_398,user_82,학원,2023-11-06,22125
st_399,user_83,편의점,2023-07-11,20190
st_400,user_83,바리스타,2023-08-22,13258
st_401,user_83,행정,2023-09-08,16805
st_402,user_83,IT,2023-10-07,23776
st_403,user_83,문서작성,2023-11-07,20875
st_404,user_84,식당,2023-06-24,18629
st_405,user_84,행정,2023-07-05,21711
st_406,user_84,자료입력,2023-07-26,16027
st_407,user_84,편의점,2023-08-18,17412
st_408,user_84,사무보조,2023-09-13,14885
st_409,user_84,판매,2023-10-06,17881
st_410,user_85,학원,2023-10-03,24429
st_411,user_85,서빙,2023-10-25,10232
st_412,user_85,재고관리,2023-10-03,19944
st_413,user_85,문서작성,2023-11-22,23975
st_414,user_85,식당,2023-11-23,9729
st_415,user_86,학원,2022-11-27,10816
st_416,user_87,물류,2023-02-10,19058
st_417,user_87,편의점,2023-03-21,24615
st_418,user_87,편의점,2023-04-26,21510
st_419,user_87,강사보조,2023-05-23,17001
st_420,user_87,테스트,2023-11-09,23487
st_421,user_87,물류,2023-11-08,14390
st_422,user_87,행정,2023-11-06,16544
st_423,user_88,학원,2023-07-30,15793
st_424,user_88,행정,2023-10-11,17699
st_425,user_88,배달,2023-10-04,22523
st_426,user_88,IT,2023-10-03,11472
st_427,user_88,주방보조,2023-09-28,19409
st_428,user_88,바리스타,2023-09-27,16638
st_429,user_89,재고관리,2023-07-11,14943
st_430,user_89,물류,2023-08-30,18432
st_431,user_89,편의점,2023-10-11,19157
st_432,user_89,학원,2023-10-24,16050
st_433,user_89,사무보조,2023-10-13,9865
st_434,user_89,강사보조,2023-10-19,14862
st_435,user_89,식당,2023-11-06,13514
st_436,user_90,식당,2023-10-23,12005
st_437,user_91,IT,2023-10-22,15839
st_438,user_91,행정,2023-10-11,23007
st_439,user_91,사무보조,2023-10-16,16972
st_440,user_91,자료입력,2023-09-28,16590
st_441,user_91,베이커리,2023-10-15,17927
st_442,user_92,판매,2023-08-25,10612
st_443,user_93,편의점,2023-06-12,17187
st_444,user_93,행정,2023-07-13,16815
st_445,user_93,바리스타,2023-07-28,12949
st_446,user_93,행정,2023-08-07,17117
st_447,user_93,개발보조,2023-09-02,23052
st_448,user_93,서빙,2023-09-15,10094
st_449,user_93,물류,2023-09-21,19843
st_450,user_94,카페,2023-08-30,16552
st_451,user_94,재고관리,2023-09-23,16000
st_452,user_94,베이커리,2023-10-23,21863
st_453,user_94,사무보조,2023-10-03,9905
st_454,user_95,사무보조,2023-04-27,14752
st_455,user_95,베이커리,2023-06-15,8917
st_456,user_96,카페,2023-04-18,16364
st_457,user_96,편의점,2023-06-09,23473
st_458,user_97,판매,2023-10-03,22718
st_459,user_97,자료입력,2023-11-20,20913
st_460,user_97,주방보조,2023-11-17,16208
st_461,user_97,재고관리,2023-10-29,14050
st_462,user_98,식당,2023-07-27,12304
st_463,user_98,바리스타,2023-08-16,14037
st_464,user_98,재고관리,2023-08-28,13681
st_465,user_98,주방보조,2023-09-19,15724
st_466,user_98,테스트,2023-09-29,23968
st_467,user_98,서빙,2023-10-23,18861
st_468,user_98,배달,2023-10-14,23469
st_469,user_98,식당,2023-10-11,21838
st_470,user_98,재고관리,2023-10-29,10465
st_471,user_99,물류,2023-05-20,12153
st_472,user_99,바리스타,2023-05-30,23507
st_473,user_99,식당,2023-06-03,11307
st_474,user_99,사무보조,2023-06-07,11686
st_475,user_99,베이커리,2023-06-13,16507
st_476,user_100,배달,2023-05-05,12632
st_477,user_100,편의점,2023-05-09,22866
st_478,user_100,IT,2023-05-16,23233
st_479,user_100,편의점,2023-05-22,12608
st_480,user_101,IT,2023-02-21,23203
st_481,user_101,테스트,2023-05-05,19469
st_482,user_101,판매,2023-06-17,15877
st_483,user_101,강사보조,2023-07-02,20620
st_484,user_101,주방보조,2023-08-21,20606
st_485,user_101,재고관리,2023-09-19,15283
st_486,user_102,문서작성,2023-06-30,20971
st_487,user_102,베이커리,2023-07-17,19557
st_488,user_102,강사보조,2023-08-12,14117
st_489,user_102,배달,2023-08-27,12651
st_490,user_102,베이커리,2023-09-13,23308
st_491,user_102,배달,2023-09-21,18865
st_492,user_102,식당,2023-10-11,10215
st_493,user_102,재고관리,2023-10-21,9413
st_494,user_102,물류,2023-11-22,22800
st_495,user_103,학원,2023-09-27,14487
st_496,user_103,테스트,2023-09-28,16395
st_497,user_103,편의점,2023-10-04,14255
st_498,user_104,문서작성,2023-05-16,18187
st_499,user_104,테스트,2023-07-08,16777
st_500,user_105,사무보조,2023-02-04,9222
st_501,user_105,베이커리,2023-05-17,13920
st_502,user_105,학원,2023-08-22,20699
st_503,user_105,사무보조,2023-10-21,22121
st_504,user_105,문서작성,2023-10-22,18394
st_505,user_106,강사보조,2023-07-28,19028
st_506,user_106,바리스타,2023-10-21,13274
st_507,user_106,편의점,2023-09-26,22262
st_508,user_106,행정,2023-10-05,16839
st_509,user_107,편의점,2023-01-26,19052
st_510,user_108,판매,2022-12-28,21177
st_511,user_108,베이커리,2023-01-28,9576
st_512,user_108,문서작성,2023-03-15,12519
st_513,user_108,테스트,2023-04-08,10003
st_514,user_108,개발보조,2023-05-17,14123
st_515,user_108,문서작성,2023-06-15,10116
st_516,user_108,자료입력,2023-07-06,17856
st_517,user_108,카페,2023-11-01,11513
st_518,user_108,자료입력,2023-10-27,17601
st_519,user_108,카페,2023-11-02,13248
st_520,user_109,학원,2023-08-25,18701
st_521,user_109,사무보조,2023-10-09,9930
st_522,user_109,식당,2023-10-18,17004
st_523,user_110,재고관리,2023-03-27,9505
st_524,user_110,사무보조,2023-06-10,17786
st_525,user_110,강사보조,2023-10-08,20915
st_526,user_110,문서작성,2023-10-25,13693
st_527,user_110,학원,2023-10-29,16723
st_528,user_110,배달,2023-11-04,10334
st_529,user_110,배달,2023-11-07,21432
st_530,user_111,문서작성,2023-03-10,15262
st_531,user_111,IT,2023-04-27,15063
st_532,user_111,판매,2023-06-24,24012
st_533,user_111,행정,2023-07-04,23344
st_534,user_111,베이커리,2023-10-07,10072
st_535,user_111,물류,2023-10-24,13196
st_536,user_111,바리스타,2023-11-17,13192
st_537,user_111,사무보조,2023-10-27,18418
st_538,user_112,물류,2023-09-26,11276
st_539,user_112,물류,2023-10-13,14059
st_540,user_112,바리스타,2023-10-01,24545
st_541,user_112,카페,2023-10-20,9737
st_542,user_112,바리스타,2023-10-20,13450
st_543,user_112,판매,2023-09-30,11739
st_544,user_113,베이커리,2023-05-17,8862
st_545,user_113,사무보조,2023-05-23,11454
st_546,user_113,서빙,2023-06-15,9654
st_547,user_113,판매,2023-07-13,17796
st_548,user_114,편의점,2022-11-19,22744
st_549,user_114,물류,2022-11-22,13126
st_550,user_115,강사보조,2023-01-05,13353
st_551,user_115,판매,2023-03-03,17604
st_552,user_115,행정,2023-04-22,17884
st_553,user_115,재고관리,2023-09-08,22068
st_554,user_115,재고관리,2023-10-05,10026
st_555,user_116,재고관리,2023-10-12,10086
st_556,user_116,학원,2023-10-04,16493
st_557,user_116,주방보조,2023-10-23,20782
st_558,user_117,카페,2023-10-12,17914
st_559,user_117,행정,2023-09-26,19788
st_560,user_117,편의점,2023-09-28,18656
st_561,user_117,카페,2023-10-03,8782
st_562,user_117,베이커리,2023-10-15,11312
st_563,user_117,문서작성,2023-09-29,13909
st_564,user_118,자료입력,2023-01-07,16816
st_565,user_118,자료입력,2023-01-29,16236
st_566,user_119,학원,2023-02-14,21872
st_567,user_119,물류,2023-04-19,12125
st_568,user_119,자료입력,2023-05-30,12709
st_569,user_119,문서작성,2023-08-29,16940
st_570,user_119,물류,2023-11-20,12352
st_571,user_120,IT,2023-03-03,22060
st_572,user_120,물류,2023-03-19,18358
st_573,user_120,IT,2023-04-17,16427
st_574,user_121,주방보조,2023-09-26,16516
st_575,user_121,배달,2023-10-19,16988
st_576,user_121,배달,2023-11-21,11645
st_577,user_121,판매,2023-10-30,13576
st_578,user_122,자료입력,2023-05-25,14321
st_579,user_122,자료입력,2023-06-16,15790
st_580,user_123,행정,2023-05-10,23909
st_581,user_123,판매,2023-06-28,19001
st_582,user_123,물류,2023-08-29,15386
st_583,user_124,바리스타,2023-07-25,15390
st_584,user_124,IT,2023-09-21,15904
st_585,user_124,편의점,2023-10-21,10659
st_586,user_124,자료입력,2023-10-09,15410
st_587,user_124,강사보조,2023-10-05,16979
st_588,user_124,바리스타,2023-10-23,16779
st_589,user_125,문서작성,2023-05-17,15325
st_590,user_125,편의점,2023-07-04,12056
st_591,user_125,편의점,2023-08-03,19720
st_592,user_125,편의점,2023-09-18,11263
st_593,user_126,IT,2023-09-28,19755
st_594,user_126,개발보조,2023-10-12,19322
st_595,user_126,행정,2023-10-25,22965
st_596,user_126,베이커리,2023-09-28,21641
st_597,user_127,테스트,2023-04-19,14919
st_598,user_127,사무보조,2023-05-12,20312
st_599,user_127,사무보조,2023-05-17,20792
st_600,user_127,카페,2023-05-25,10168
st_601,user_127,주방보조,2023-06-26,9848
st_602,user_127,자료입력,2023-08-05,21378
st_603,user_127,식당,2023-08-29,16804
st_604,user_128,문서작성,2023-08-15,19319
st_605,user_128,식당,2023-10-21,21410
st_606,user_128,물류,2023-10-07,14252
st_607,user_128,물류,2023-10-14,17297
st_608,user_129,자료입력,2023-05-09,17894
st_609,user_129,서빙,2023-06-14,24473
st_610,user_129,카페,2023-07-08,14556
st_611,user_129,식당,2023-09-12,22220
st_612,user_129,주방보조,2023-10-07,15567
st_613,user_129,자료입력,2023-10-24,20786
st_614,user_130,사무보조,2023-07-17,13166
st_615,user_130,바리스타,2023-08-11,20567
st_616,user_130,학원,2023-09-27,19419
st_617,user_130,바리스타,2023-10-01,24448
st_618,user_130,강사보조,2023-10-18,18733
st_619,user_131,주방보조,2023-07-18,19535
st_620,user_131,서빙,2023-07-28,18644
st_621,user_131,행정,2023-08-04,22762
st_622,user_131,베이커리,2023-08-06,22679
st_623,user_131,편의점,2023-08-19,12990
st_624,user_131,자료입력,2023-09-04,16602
st_625,user_132,서빙,2023-03-10,24564
st_626,user_132,베이커리,2023-04-18,13422
st_627,user_132,테스트,2023-06-04,20264
st_628,user_133,개발보조,2023-03-01,23900
st_629,user_133,사무보조,2023-04-08,17093
st_630,user_133,식당,2023-06-30,24457
st_631,user_133,행정,2023-08-09,15395
st_632,user_133,자료입력,2023-09-19,17307
st_633,user_133,베이커리,2023-09-25,16446
st_634,user_134,물류,2023-04-12,12175
