st_id,user_id,category_id,settled_at,final_hourly_rate
st_115,user_24,바리스타,2023-10-25,9403
st_116,user_24,서빙,2023-10-24,10768
st_117,user_24,재고관리,2023-10-25,12442
st_118,user_24,자료입력,2023-10-17,22956
st_119,user_24,카페,2023-11-05,13333
st_120,user_24,바리스타,2023-11-21,15813
st_121,user_25,서빙,2023-08-11,9906
st_122,user_25,자료입력,2023-08-27,23555
st_123,user_25,서빙,2023-09-20,12571
st_124,user_25,식당,2023-10-08,22285
st_125,user_25,판매,2023-10-18,20048
st_126,user_25,주방보조,2023-10-24,24030
st_127,user_26,서빙,2023-05-11,12634
st_128,user_26,학원,2023-07-24,14364
st_129,user_26,개발보조,2023-09-17,20621
st_130,user_26,학원,2023-09-29,10865
st_131,user_26,자료입력,2023-10-02,24044
st_132,user_26,학원,2023-10-16,15927
st_133,user_26,물류,2023-11-01,14475
st_134,user_26,카페,2023-11-06,14701
st_135,user_27,사무보조,2023-09-21,9300
st_136,user_27,바리스타,2023-10-14,23133
st_137,user_27,카페,2023-10-11,19659
st_138,user_27,자료입력,2023-10-05,23960
st_139,user_27,재고관리,2023-10-21,17029
st_140,user_27,문서작성,2023-10-22,19575
st_141,user_28,문서작성,2023-03-28,12295
st_142,user_28,학원,2023-06-10,21499
st_143,user_28,편의점,2023-08-25,12352
st_144,user_28,문서작성,2023-10-14,11439
st_145,user_28,테스트,2023-10-12,24346
st_146,user_28,카페,2023-10-01,13976
st_147,user_28,주방보조,2023-10-08,11504
st_148,user_29,IT,2023-01-31,12733
st_149,user_29,바리스타,2023-02-07,18731
st_150,user_29,베이커리,2023-02-23,14103
st_151,user_29,IT,2023-03-20,14909
st_152,user_29,학원,2023-04-01,20052
st_153,user_29,행정,2023-04-13,19679
st_154,user_29,서빙,2023-05-04,23728
st_155,user_30,행정,2022-11-13,11442
st_156,user_30,바리스타,2023-11-18,18502
st_157,user_30,판매,2023-11-23,16626
st_158,user_31,바리스타,2023-10-23,21262
st_159,user_31,IT,2023-10-07,11055
st_160,user_31,사무보조,2023-10-30,12871
st_161,user_32,학원,2023-10-06,20490
st_162,user_32,사무보조,2023-10-28,22855
st_163,user_32,행정,2023-11-03,20243
st_164,user_33,편의점,2023-05-25,23022
st_165,user_34,서빙,2023-04-28,13298
st_166,user_34,강사보조,2023-05-14,20416
st_167,user_34,재고관리,2023-06-04,23442
st_168,user_34,서빙,2023-11-21,9597
st_169,user_34,식당,2023-10-29,22494
st_170,user_34,물류,2023-11-20,23768
st_171,user_35,강사보조,2023-01-23,13539
st_172,user_35,서빙,2023-03-26,20987
st_173,user_35,사무보조,2023-05-03,10915
st_174,user_35,바리스타,2023-06-20,13446
st_175,user_36,주방보조,2023-10-21,13916
st_176,user_36,행정,2023-10-11,10487
st_177,user_37,사무보조,2023-07-25,17785
st_178,user_37,바리스타,2023-09-08,21777
st_179,user_37,바리스타,2023-09-26,9550
st_180,user_38,자료입력,2023-09-25,17877
st_181,user_38,테스트,2023-10-13,21351
st_182,user_38,학원,2023-09-30,9099
st_183,user_38,학원,2023-10-20,13845
st_184,user_38,문서작성,2023-10-09,10039
st_185,user_39,문서작성,2023-10-05,12342
st_186,user_40,개발보조,2023-08-10,22399
st_187,user_40,강사보조,2023-10-10,13601
st_188,user_40,카페,2023-10-02,24267
st_189,user_40,개발보조,2023-10-25,15745
st_190,user_40,카페,2023-10-28,10997
st_191,user_40,판매,2023-11-01,13277
st_192,user_41,IT,2023-03-02,16737
st_193,user_41,카페,2023-03-16,15663
st_194,user_41,편의점,2023-03-22,14644
st_195,user_41,카페,2023-04-02,24553
st_196,user_41,테스트,2023-04-09,13423
st_197,user_41,행정,2023-04-25,12816
st_198,user_42,재고관리,2023-02-16,14842
st_199,user_42,물류,2023-03-17,12721
st_200,user_43,강사보조,2023-10-23,16367
st_201,user_43,식당,2023-09-30,22905
st_202,user_43,물류,2023-09-28,17323
st_203,user_44,테스트,2022-12-06,16240
st_204,user_45,베이커리,2023-05-01,22594
st_205,user_45,편의점,2023-05-31,10946
st_206,user_45,베이커리,2023-07-08,14583
st_207,user_45,문서작성,2023-07-09,15543
st_208,user_45,재고관리,2023-09-14,21165
st_209,user_45,바리스타,2023-11-23,20803
st_210,user_45,테스트,2023-11-18,21611
st_211,user_46,서빙,2023-04-09,18645
st_212,user_46,식당,2023-07-27,12219
st_213,user_46,물류,2023-10-21,11292
st_214,user_46,서빙,2023-09-29,12600
st_215,user_47,문서작성,2023-05-23,22274
st_216,user_47,서빙,2023-06-07,10721
st_217,user_48,물류,2023-06-10,12495
st_218,user_48,바리스타,2023-08-15,20151
st_219,user_48,판매,2023-09-19,20777
st_220,user_48,재고관리,2023-10-13,15304
st_221,user_48,재고관리,2023-10-16,10549
st_222,user_48,베이커리,2023-10-01,12097
st_223,user_49,학원,2023-09-23,21900
st_224,user_49,주방보조,2023-10-05,10557
st_225,user_49,배달,2023-10-20,14149
st_226,user_49,베이커리,2023-10-08,16580
st_227,user_50,개발보조,2023-01-26,20070
st_228,user_50,재고관리,2023-03-07,14196
st_229,user_50,카페,2023-04-04,16961
st_230,user_50,학원,2023-04-05,12532
st_231,user_50,배달,2023-05-28,10043
st_232,user_50,테스트,2023-10-28,20687
st_233,user_51,강사보조,2023-03-12,14746
st_234,user_51,식당,2023-06-30,19155
st_235,user_51,식당,2023-09-04,10512
st_236,user_51,편의점,2023-10-11,13283
st_237,user_51,자료입력,2023-10-04,19401
st_238,user_51,바리스타,2023-10-11,22561
st_239,user_51,서빙,2023-10-23,21708
st_240,user_52,자료입력,2023-10-12,19527
st_241,user_52,서빙,2023-10-10,12206
st_242,user_52,학원,2023-10-22,23440
st_243,user_52,IT,2023-10-13,24143
st_244,user_52,편의점,2023-10-20,20593
st_245,user_52,판매,2023-10-21,21305
st_246,user_53,베이커리,2023-01-21,11409
st_247,user_53,바리스타,2023-03-20,14307
st_248,user_53,물류,2023-04-26,14565
st_249,user_53,IT,2023-06-08,9910
st_250,user_53,주방보조,2023-07-16,10848
st_251,user_53,서빙,2023-08-26,13413
st_252,user_54,학원,2023-10-23,17296
st_253,user_54,개발보조,2023-10-04,12629
st_254,user_55,편의점,2023-01-28,22679
st_255,user_55,문서작성,2023-03-17,10225
st_256,user_55,카페,2023-04-15,15557
st_257,user_55,자료입력,2023-10-31,18610
st_258,user_55,재고관리,2023-11-06,9788
st_259,user_55,주방보조,2023-10-28,16458
st_260,user_56,바리스타,2023-08-28,18041
st_261,user_56,IT,2023-09-25,16315
st_262,user_56,사무보조,2023-10-15,17835
st_263,user_56,물류,2023-10-25,13209
st_264,user_56,개발보조,2023-11-17,22251
st_265,user_56,판매,2023-11-18,21560
st_266,user_57,문서작성,2023-05-03,19826
st_267,user_57,재고관리,2023-06-30,20404
st_268,user_57,자료입력,2023-07-11,13836
st_269,user_57,서빙,2023-09-04,11851
st_270,user_57,자료입력,2023-10-19,13604
st_271,user_58,편의점,2022-12-14,22146
st_272,user_59,학원,2023-04-07,23478
st_273,user_59,IT,2023-04-23,13575
st_274,user_59,강사보조,2023-05-12,22925
st_275,user_59,행정,2023-05-24,20099
st_276,user_59,개발보조,2023-06-06,23653
st_277,user_59,강사보조,2023-07-03,22677
st_278,user_59,학원,2023-07-15,15682
st_279,user_59,행정,2023-07-19,10945
st_280,user_59,테스트,2023-07-20,21317
st_281,user_59,자료입력,2023-07-22,16310
st_282,user_60,IT,2023-03-26,20883
st_283,user_60,카페,2023-05-10,22702
st_284,user_60,사무보조,2023-08-08,22798
st_285,user_60,문서작성,2023-11-07,20220
st_286,user_60,물류,2023-11-05,15525
st_287,user_60,주방보조,2023-11-02,13215
st_288,user_61,자료입력,2023-10-07,15233
st_289,user_61,자료입력,2023-10-12,16324
st_290,user_61,개발보조,2023-10-07,15237
st_291,user_61,강사보조,2023-11-23,10431
st_292,user_62,테스트,2023-02-28,24006
st_293,user_62,물류,2023-03-17,18303
st_294,user_62,행정,2023-04-08,13762
st_295,user_63,IT,2023-05-27,17501
st_296,user_63,재고관리,2023-06-14,13684
st_297,user_63,서빙,2023-07-15,22093
st_298,user_64,재고관리,2023-10-10,14534
st_299,user_64,주방보조,2023-10-07,14706
st_300,user_64,학원,2023-10-21,9605
st_301,user_64,자료입력,2023-10-19,19150
st_302,user_64,자료입력,2023-10-20,19908
st_303,user_64,IT,2023-10-25,22130
st_304,user_64,행정,2023-10-01,13751
st_305,user_64,바리스타,2023-10-14,19508
st_306,user_64,서빙,2023-11-08,22134
st_307,user_64,식당,2023-11-05,15007
st_308,user_65,재고관리,2023-04-08,20862
st_309,user_65,강사보조,2023-04-24,13552
st_310,user_65,사무보조,2023-05-09,19609
st_311,user_65,바리스타,2023-06-08,9364
st_312,user_66,베이커리,2023-09-29,15928
st_313,user_66,행정,2023-10-16,11575
st_314,user_66,테스트,2023-10-25,24217
st_315,user_66,베이커리,2023-10-01,17091
st_316,user_66,자료입력,2023-10-04,24023
st_317,user_66,행정,2023-10-14,17727
st_318,user_66,자료입력,2023-10-21,19536
st_319,user_66,바리스타,2023-10-20,9552
st_320,user_66,베이커리,2023-10-24,11967
st_321,user_66,학원,2023-11-20,13204
st_322,user_66,IT,2023-11-19,21103
st_323,user_67,바리스타,2023-05-16,17780
st_324,user_67,행정,2023-06-07,14038
st_325,user_67,자료입력,2023-11-21,14546
st_326,user_67,식당,2023-11-06,12932
st_327,user_68,행정,2022-11-16,10833
st_328,user_68,편의점,2023-02-13,23558
st_329,user_68,강사보조,2023-04-23,18869
st_330,user_68,편의점,2023-06-03,22332
st_331,user_68,재고관리,2023-07-10,20754
st_332,user_68,IT,2023-08-25,17592
st_333,user_68,판매,2023-10-24,13470
st_334,user_68,자료입력,2023-11-22,24095
st_335,user_68,개발보조,2023-11-23,17117
st_336,user_68,테스트,2023-11-05,11020
st_337,user_69,편의점,2023-06-14,22842
st_338,user_69,주방보조,2023-08-05,17378
st_339,user_69,물류,2023-09-22,11257
st_340,user_69,학원,2023-10-13,9679
st_341,user_69,재고관리,2023-10-23,10090
st_342,user_70,판매,2023-04-27,19645
st_343,user_70,주방보조,2023-08-23,9926
st_344,user_70,재고관리,2023-10-18,23863
st_345,user_71,서빙,2023-02-27,18552
st_346,user_71,재고관리,2023-11-03,9669
st_347,user_72,개발보조,2023-10-01,20542
st_348,user_72,재고관리,2023-10-02,16931
st_349,user_72,카페,2023-10-19,19356
st_350,user_72,개발보조,2023-10-22,20473
st_351,user_72,테스트,2023-10-22,11200
st_352,user_72,바리스타,2023-10-21,23170
st_353,user_72,재고관리,2023-10-06,10108
st_354,user_72,IT,2023-10-09,10763
st_355,user_73,재고관리,2022-12-13,14375
st_356,user_73,배달,2022-12-26,13724
st_357,user_73,테스트,2022-12-27,16239
st_358,user_73,베이커리,2023-11-04,16616
st_359,user_73,베이커리,2023-11-23,9693
st_360,user_73,개발보조,2023-11-20,12434
st_361,user_74,문서작성,2023-02-23,10139
st_362,user_74,사무보조,2023-02-28,16982
st_363,user_74,식당,2023-03-07,12214
st_364,user_74,편의점,2023-03-15,23902
st_365,user_74,IT,2023-03-18,17353
st_366,user_75,테스트,2023-06-12,23411
st_367,user_75,바리스타,2023-07-07,18249
st_368,user_75,재고관리,2023-10-18,12139
st_369,user_75,판매,2023-10-09,14739
st_370,user_75,편의점,2023-10-24,23055
st_371,user_75,행정,2023-10-02,9670
st_372,user_76,주방보조,2023-10-11,10265
st_373,user_76,자료입력,2023-10-15,15595
st_374,user_76,개발보조,2023-10-25,12416
st_375,user_76,재고관리,2023-10-18,12200
st_376,user_76,문서작성,2023-10-11,17861
st_377,user_77,강사보조,2023-05-17,13445
st_378,user_77,강사보조,2023-08-18,22658
st_379,user_77,강사보조,2023-11-19,13463
st_380,user_77,문서작성,2023-11-18,18289
st_381,user_77,서빙,2023-11-18,21567
st_382,user_78,서빙,2023-09-18,12907
st_383,user_78,IT,2023-09-27,23892
st_384,user_78,서빙,2023-10-19,18721
st_385,user_78,물류,2023-10-25,10598
st_386,user_78,문서작성,2023-09-29,20145
st_387,user_78,강사보조,2023-09-29,18794
st_388,user_78,바리스타,2023-10-06,8782
st_389,user_78,식당,2023-11-02,18697
st_390,user_78,카페,2023-11-19,19085
st_391,user_79,강사보조,2022-12-15,17051
st_392,user_79,학원,2022-12-20,23988
st_393,user_79,서빙,2022-12-21,22328
st_394,user_79,식당,2022-12-22,16947
st_395,user_79,개발보조,2023-11-06,14849
st_396,user_80,배달,2023-09-03,9359
st_397,user_81,편의점,2023-07-06,19849
st_398,user_81,재고관리,2023-07-11,15574
st_399,user_81,바리스타,2023-07-19,11879
st_400,user_81,테스트,2023-07-29,19110
st_401,user_81,카페,2023-08-05,19532
st_402,user_81,편의점,2023-08-15,23521
st_403,user_81,IT,2023-08-17,21289
st_404,user_81,IT,2023-08-25,24675
st_405,user_81,식당,2023-08-30,11484
st_406,user_82,서빙,2023-01-01,24250
st_407,user_82,테스트,2023-02-27,16625
st_408,user_82,IT,2023-04-06,14147
st_409,user_82,베이커리,2023-05-31,14557
st_410,user_82,행정,2023-06-29,14072
st_411,user_82,바리스타,2023-10-31,10712
st_412,user_83,편의점,2023-06-29,11105
st_413,user_83,카페,2023-10-02,14337
st_414,user_83,재고관리,2023-10-30,9957
st_415,user_83,주방보조,2023-11-01,20945
st_416,user_83,서빙,2023-10-28,9636
st_417,user_84,강사보조,2023-10-05,18844
st_418,user_84,자료입력,2023-10-12,18961
st_419,user_84,테스트,2023-10-16,18614
st_420,user_84,행정,2023-10-17,20093
st_421,user_84,개발보조,2023-10-20,10674
st_422,user_84,학원,2023-10-14,20748
st_423,user_84,강사보조,2023-10-19,17784
st_424,user_84,판매,2023-10-21,16059
st_425,user_85,식당,2023-05-21,17352
st_426,user_85,판매,2023-05-31,16901
st_427,user_85,편의점,2023-06-13,10373
st_428,user_85,배달,2023-11-21,9883
st_429,user_86,서빙,2023-03-03,19233
st_430,user_86,편의점,2023-04-25,23162
st_431,user_86,IT,2023-06-15,16880
st_432,user_86,식당,2023-09-04,15682
st_433,user_86,IT,2023-10-21,12884
st_434,user_87,서빙,2023-05-21,11271
st_435,user_87,주방보조,2023-06-15,13979
st_436,user_87,개발보조,2023-07-30,20607
st_437,user_87,바리스타,2023-11-17,20124
st_438,user_87,판매,2023-11-17,15130
st_439,user_87,서빙,2023-11-20,21796
st_440,user_88,IT,2023-10-10,14969
st_441,user_88,주방보조,2023-10-10,16111
st_442,user_88,편의점,2023-10-05,12592
st_443,user_88,편의점,2023-10-19,22871
st_444,user_89,베이커리,2023-04-11,10844
st_445,user_89,베이커리,2023-06-21,13758
st_446,user_89,물류,2023-08-11,13496
st_447,user_89,바리스타,2023-10-21,11263
st_448,user_89,행정,2023-10-29,11005
st_449,user_89,IT,2023-11-17,12505
st_450,user_89,IT,2023-11-05,24271
st_451,user_90,행정,2023-09-15,11020
st_452,user_91,배달,2023-09-14,19003
st_453,user_91,IT,2023-09-23,20970
st_454,user_91,테스트,2023-10-18,16049
st_455,user_91,학원,2023-10-25,17133
st_456,user_92,개발보조,2023-01-09,20226
st_457,user_93,학원,2023-01-13,15517
st_458,user_93,학원,2023-03-25,12755
st_459,user_93,IT,2023-06-18,17139
st_460,user_93,물류,2023-08-03,13117
st_461,user_93,식당,2023-09-15,23164
st_462,user_94,서빙,2022-11-13,18389
st_463,user_94,사무보조,2023-01-25,10274
st_464,user_94,사무보조,2023-04-07,24482
st_465,user_95,서빙,2023-10-25,20898
st_466,user_95,서빙,2023-09-29,19681
st_467,user_95,자료입력,2023-10-14,13333
st_468,user_95,배달,2023-10-17,13265
st_469,user_95,IT,2023-10-13,23717
st_470,user_96,개발보조,2023-02-04,9895
st_471,user_96,개발보조,2023-07-09,14672
st_472,user_96,카페,2023-09-16,21514
st_473,user_96,바리스타,2023-10-06,21002
st_474,user_96,서빙,2023-10-16,22912
st_475,user_97,사무보조,2022-11-12,24733
st_476,user_97,편의점,2023-11-02,13295
st_477,user_97,자료입력,2023-11-18,19308
st_478,user_98,편의점,2023-07-05,22577
st_479,user_98,주방보조,2023-08-12,18219
st_480,user_98,물류,2023-10-08,13673
st_481,user_98,편의점,2023-10-20,15204
st_482,user_98,행정,2023-10-11,11130
st_483,user_98,사무보조,2023-10-17,12708
st_484,user_98,문서작성,2023-11-17,20443
st_485,user_98,판매,2023-10-27,16553
st_486,user_98,서빙,2023-10-31,9313
st_487,user_99,주방보조,2023-03-08,11381
st_488,user_99,편의점,2023-05-05,12457
st_489,user_99,주방보조,2023-08-11,10246
st_490,user_99,재고관리,2023-09-20,14912
st_491,user_99,판매,2023-09-28,20649
st_492,user_99,바리스타,2023-09-27,14688
st_493,user_100,개발보조,2023-07-16,13165
st_494,user_100,학원,2023-08-28,23677
st_495,user_101,문서작성,2023-08-25,12632
st_496,user_101,IT,2023-10-25,21913
st_497,user_101,베이커리,2023-10-25,14317
st_498,user_101,카페,2023-10-17,10881
st_499,user_101,바리스타,2023-10-03,13862
st_500,user_101,강사보조,2023-10-12,21048
st_501,user_102,바리스타,2022-12-23,10259
st_502,user_102,바리스타,2023-02-21,14103
st_503,user_102,강사보조,2023-04-20,23179
st_504,user_102,서빙,2023-07-02,12784
st_505,user_102,물류,2023-09-21,13381
st_506,user_102,바리스타,2023-10-12,18646
st_507,user_102,개발보조,2023-11-09,16649
st_508,user_102,베이커리,2023-11-05,23400
st_509,user_102,서빙,2023-10-27,19268
st_510,user_103,카페,2023-06-06,11193
st_511,user_103,배달,2023-08-27,17089
st_512,user_103,자료입력,2023-09-13,24375
st_513,user_103,재고관리,2023-10-06,10820
st_514,user_103,IT,2023-10-05,14327
st_515,user_104,바리스타,2023-06-19,20739
st_516,user_105,개발보조,2023-06-16,18422
st_517,user_105,IT,2023-07-09,23961
st_518,user_105,서빙,2023-07-13,23667
st_519,user_105,강사보조,2023-08-12,22917
st_520,user_105,물류,2023-10-15,17765
st_521,user_105,재고관리,2023-09-27,14685
st_522,user_106,IT,2023-01-25,16565
st_523,user_106,행정,2023-02-23,11186
st_524,user_106,IT,2023-03-23,17147
st_525,user_106,문서작성,2023-04-12,22664
st_526,user_106,행정,2023-04-24,17759
st_527,user_106,판매,2023-05-12,14819
st_528,user_106,식당,2023-05-13,12499
st_529,user_107,행정,2022-11-08,13327
st_530,user_107,판매,2022-11-24,15239
st_531,user_107,카페,2022-11-26,24694
st_532,user_107,바리스타,2022-12-01,22738
st_533,user_107,행정,2022-12-05,19164
st_534,user_107,베이커리,2022-12-18,16898
st_535,user_108,학원,2023-03-08,9269
st_536,user_108,편의점,2023-03-19,11148
st_537,user_108,행정,2023-04-08,12219
st_538,user_108,개발보조,2023-10-27,20290
st_539,user_109,테스트,2023-07-18,16221
st_540,user_109,물류,2023-08-17,15250
st_541,user_109,개발보조,2023-10-06,14940
st_542,user_109,식당,2023-10-06,10452
st_543,user_109,식당,2023-09-30,13549
st_544,user_110,서빙,2023-09-19,15533
st_545,user_110,배달,2023-10-11,17381
st_546,user_110,사무보조,2023-10-24,12924
st_547,user_110,IT,2023-11-20,17087
st_548,user_110,편의점,2023-11-07,13376
st_549,user_110,IT,2023-11-18,10724
st_550,user_111,재고관리,2023-07-04,24386
st_551,user_111,테스트,2023-07-25,12833
st_552,user_111,재고관리,2023-08-09,17696
st_553,user_111,베이커리,2023-08-30,10276
st_554,user_111,재고관리,2023-09-11,21141
st_555,user_111,주방보조,2023-09-27,11282
st_556,user_111,강사보조,2023-11-21,20272
st_557,user_112,자료입력,2023-03-17,21795
st_558,user_112,베이커리,2023-06-15,10341
st_559,user_112,강사보조,2023-09-06,17069
st_560,user_112,강사보조,2023-09-16,18791
st_561,user_112,물류,2023-10-21,12942
st_562,user_112,판매,2023-09-29,18368
st_563,user_113,배달,2023-07-31,18301
st_564,user_113,개발보조,2023-10-21,16435
st_565,user_113,테스트,2023-10-22,23890
st_566,user_113,행정,2023-10-17,11709
st_567,user_113,강사보조,2023-10-13,21944
st_568,user_113,카페,2023-10-23,11068
st_569,user_114,IT,2023-10-11,24431
st_570,user_115,편의점,2023-08-27,23269
st_571,user_115,카페,2023-09-26,21658
st_572,user_115,개발보조,2023-10-05,22390
st_573,user_116,자료입력,2023-01-01,23074
st_574,user_116,행정,2023-02-09,11626
st_575,user_116,재고관리,2023-02-23,17909
st_576,user_116,개발보조,2023-03-18,18659
st_577,user_116,개발보조,2023-05-08,23435
st_578,user_117,개발보조,2023-09-21,21938
st_579,user_117,학원,2023-10-23,17138
st_580,user_117,물류,2023-09-28,10648
st_581,user_118,자료입력,2023-02-15,13586
st_582,user_118,IT,2023-03-11,22438
st_583,user_118,카페,2023-04-10,10671
st_584,user_118,주방보조,2023-05-05,13545
st_585,user_118,배달,2023-05-17,9382
st_586,user_118,IT,2023-05-24,10012
st_587,user_118,배달,2023-06-17,10074
st_588,user_118,카페,2023-07-04,14568
st_589,user_119,서빙,2023-03-17,14580
st_590,user_119,배달,2023-05-14,16441
st_591,user_119,카페,2023-07-07,18416
st_592,user_119,재고관리,2023-08-12,10242
st_593,user_119,카페,2023-10-31,18659
st_594,user_119,물류,2023-11-20,22261
st_595,user_120,바리스타,2023-07-14,23225
st_596,user_120,서빙,2023-08-04,12966
st_597,user_120,개발보조,2023-10-16,10762
st_598,user_120,학원,2023-10-23,22034
st_599,user_120,편의점,2023-10-01,9273
st_600,user_121,자료입력,2023-09-09,23594
st_601,user_121,편의점,2023-10-01,14927
st_602,user_121,IT,2023-11-22,21292
st_603,user_121,판매,2023-10-28,13806
st_604,user_121,개발보조,2023-10-28,11220
st_605,user_122,베이커리,2023-06-29,17819
st_606,user_122,서빙,2023-08-14,15135
st_607,user_123,개발보조,2023-07-24,22736
st_608,user_124,학원,2023-04-02,11674
st_609,user_124,재고관리,2023-04-19,10311
st_610,user_125,학원,2023-07-24,8952
st_611,user_126,카페,2023-02-20,13497
st_612,user_126,행정,2023-03-14,11503
st_613,user_126,주방보조,2023-03-30,11376
st_614,user_127,서빙,2023-10-09,18311
st_615,user_127,자료입력,2023-10-03,16861
st_616,user_127,문서작성,2023-10-03,20639
st_617,user_127,카페,2023-10-13,13170
st_618,user_127,카페,2023-10-02,18891
st_619,user_127,식당,2023-10-13,22998
st_620,user_127,편의점,2023-09-26,22550
st_621,user_128,바리스타,2023-05-29,23463
st_622,user_128,개발보조,2023-07-19,22261
st_623,user_128,IT,2023-08-22,21551
st_624,user_128,자료입력,2023-09-19,22878
st_625,user_129,자료입력,2023-04-04,19021
st_626,user_129,바리스타,2023-05-01,11268
st_627,user_129,서빙,2023-08-06,15706
st_628,user_129,식당,2023-10-01,10343
st_629,user_129,테스트,2023-10-02,18925
st_630,user_129,서빙,2023-10-17,18414
st_631,user_129,주방보조,2023-10-25,18687
